Pokedex_number,Name,Abilities,Against_normal,Against_fire,Against_water,Against_electric,Against_grass,Against_ice,Against_fighting,Against_poison,Against_ground,Against_flying,Against_psychic,Against_bug,Against_rock,Against_ghost,Against_dragon,Against_dark,Against_steel,Against_fairy,Against_All Concat,Type_1,Type_2,Base_total,HP,Attack,Defense,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Capture_rate,Generation
73,Tentacruel,"Clear Body, Liquid Ooze, Rain Dish",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5",water,poison,515,80,70,65,80,120,100,1.6,55,60,1
74,Geodude,"Rock Head, Sturdy, Sand Veil",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",rock,ground,300,40,80,100,30,30,20,0.4,20,255,1
74,Alolan Geodude,"Magnet Pull, Sturdy, Galvanize",0.5,0.5,2,0.5,2,1,2,0.5,4,0.5,1,1,1,1,1,1,1,1,"0.5,0.5,2,0.5,2,1,2,0.5,4,0.5,1,1,1,1,1,1,1,1",rock,electric,300,40,80,100,30,30,20,0.4,20.3,255,7
75,Graveler,"Rock Head, Sturdy, Sand Veil",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",rock,ground,390,55,95,115,45,45,35,1,105,120,1
75,Alolan Graveler,"Magnet Pull, Sturdy, Galvanize",0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,"0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1",rock,electric,390,55,95,115,45,45,35,1,110,120,7
76,Golem,"Rock Head, Sturdy, Sand Veil",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",rock,ground,495,80,120,130,55,65,45,1.4,300,45,1
76,Alolan Golem,"Magnet Pull, Sturdy, Galvanize",0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,"0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1",rock,electric,495,80,120,130,55,65,45,1.7,316,45,7
77,Ponyta,"Run Away, Flash Fire, Flame Body",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,410,50,85,55,65,65,90,1,30,190,1
77,Galarian Ponyta,"Run Away, Pastel Veil, Anticipation ",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,410,50,85,55,65,65,90,0.8,24,190,8
78,Rapidash,"Run Away, Flash Fire, Flame Body",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,500,65,100,70,80,80,105,1.7,95,60,1
78,Galarian Rapidash,"Run Away, Pastel Veil, Anticipation ",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1",psychic,fairy,500,65,100,70,80,80,105,1.7,80,60,8
79,Slowpoke,"Oblivious, Own Tempo, Regenerator",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1",water,psychic,315,90,65,65,40,40,15,1.2,36,190,1
79,Galarian Slowpoke,"Gluttony, Own Tempo, Regenerator",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,315,90,65,65,40,40,15,1.2,36,190,8
80,Slowbro,"Oblivious, Own Tempo, Regenerator",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1",water,psychic,490,95,75,110,100,80,30,1.6,78.5,75,1
80,Mega Slowbro,Shell Armor,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1",water,psychic,590,95,75,180,130,80,30,2,120,75,6
80,Galarian Slowbro,"Quick Draw, Own Tempo, Regenerator",1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5,"1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5",poison,psychic,490,95,100,95,100,70,30,1.6,70.5,75,8
81,Magnemite,"Magnet Pull, Sturdy, Analytic",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5",electric,steel,325,25,35,70,95,55,45,0.3,6,190,1
82,Magneton,"Magnet Pull, Sturdy, Analytic",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5",electric,steel,465,50,60,95,120,70,70,1,60,60,1
83,Farfetchd,"Keen Eye, Inner Focus, Defiant",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,377,52,90,55,58,62,60,0.8,15,45,1
83,Galarian Farfetchd,"Steadfast, Scrappy ",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,377,52,95,55,58,62,55,0.8,42,45,8
84,Doduo,"Run Away, Early Bird, Tangled Feet",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,310,35,85,45,35,35,75,1.4,39.2,190,1
85,Dodrio,"Run Away, Early Bird, Tangled Feet",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,470,60,110,70,60,60,110,1.8,85.2,45,1
86,Seel,"Thick Fat, Hydration, Ice Body",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,325,65,45,55,45,70,45,1.1,90,190,1
87,Dewgong,"Thick Fat, Hydration, Ice Body",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",water,ice,475,90,70,80,70,95,70,1.7,120,75,1
88,Grimer,"Stench, Sticky Hold, Poison Touch",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,325,80,80,50,40,50,25,0.9,30,190,1
88,Alolan Grimer,"Poison Touch, Gluttony, Power of Alchemy",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,"1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1",poison,dark,325,80,80,50,40,50,25,0.7,42,190,7
89,Muk,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,500,105,105,75,65,100,50,1.2,30,75,1
89,Alolan Muk,"Poison Touch, Gluttony, Power of Alchemy",1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,"1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1",poison,dark,500,105,105,75,65,100,50,1,52,75,7
90,Shellder,"Shell Armor, Skill Link, Overcoat",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,305,30,65,100,45,25,40,0.3,4,190,1
91,Cloyster,"Shell Armor, Skill Link, Overcoat",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",water,ice,525,50,95,180,85,45,70,1.5,132.5,60,1
92,Gastly,Levitate,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,"0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5",ghost,poison,310,30,35,30,100,35,80,1.3,0.1,190,1
93,Haunter,Levitate,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,"0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5",ghost,poison,405,45,50,45,115,55,95,1.6,0.1,90,1
94,Gengar,Cursed Body,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,"0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5",ghost,poison,500,60,65,60,130,75,110,1.5,40.5,45,1
94,Mega Gengar,Shadow Tag,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,"0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5",ghost,poison,600,60,65,80,170,95,130,1.4,40.5,45,6
95,Onix,"Rock Head, Sturdy, Weak Armor",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",rock,ground,385,35,45,160,30,45,70,8.8,210,45,1
96,Drowzee,"Insomnia, Forewarn, Inner Focus",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,328,60,48,45,43,90,42,1,32.4,190,1
97,Hypno,"Insomnia, Forewarn, Inner Focus",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,483,85,73,70,73,115,67,1.6,75.6,75,1
98,Krabby,"Hyper Cutter, Shell Armor, Sheer Force",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,325,30,105,90,25,25,50,0.4,6.5,225,1
99,Kingler,"Hyper Cutter, Shell Armor, Sheer Force",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,475,55,130,115,50,50,75,1.3,60,60,1
100,Voltorb,"Soundproof, Static, Aftermath",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,330,40,30,50,55,55,100,0.5,10.4,190,1
100,Hisuian Voltorb,"Soundproof, Static, Aftermath",1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1,"1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1",electric,grass,330,40,30,50,55,55,100,0.5,13,190,8
101,Electrode,"Soundproof, Static, Aftermath",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,490,60,50,70,80,80,150,1.2,66.6,60,1
101,Hisuian Electrode,"Soundproof, Static, Aftermath",1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1,"1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1",electric,grass,490,60,50,70,80,80,150,1.2,71,60,8
102,Exeggcute,"Chlorophyll, Harvest",1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,"1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1",grass,psychic,325,60,40,80,60,45,40,0.4,2.5,90,1
103,Alolan Exeggutor,"Frisk, Harvest",1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,"1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2",grass,dragon,530,95,105,85,125,75,45,10.9,415.6,45,7
103,Exeggutor,"Chlorophyll, Harvest",1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,"1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1",grass,psychic,530,95,95,85,125,75,55,2,120,45,1
104,Cubone,"Rock Head, Lightningrod, Battle Armor",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,320,50,50,95,40,50,35,0.4,6.5,190,1
105,Marowak,"Rock Head, Lightningrod, Battle Armor",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,425,60,80,110,50,80,45,1,45,75,1
105,Alolan Marowak,"Cursed Body, Lightning Rod, Rock Head",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,"0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5",fire,ghost,425,60,80,110,50,80,45,1,34,75,7
106,Hitmonlee,"Limber, Reckless, Unburden",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,455,50,120,53,35,110,87,1.5,49.8,45,1
107,Hitmonchan,"Keen Eye, Iron Fist, Inner Focus",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,455,50,105,79,35,110,76,1.4,50.2,45,1
108,Lickitung,"Own Tempo, Oblivious, Cloud Nine",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,385,90,55,75,60,75,30,1.2,65.5,45,1
109,Koffing,Levitate,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,340,40,65,95,60,45,35,0.6,1,190,1
110,Weezing,Levitate,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,490,65,90,120,85,70,60,1.2,9.5,60,1
110,Galarian Weezing,"Levitate, Neutralizing Gas, Misty Surge ",1,1,1,1,0.5,1,0.25,1,0,1,2,0.25,1,1,0,0.5,2,0.5,"1,1,1,1,0.5,1,0.25,1,0,1,2,0.25,1,1,0,0.5,2,0.5",poison,fairy,490,65,90,120,85,70,60,3,16,60,8
111,Rhyhorn,"Lightningrod, Rock Head, Reckless",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",ground,rock,345,80,85,95,30,30,25,1,115,120,1
112,Rhydon,"Lightningrod, Rock Head, Reckless",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1",ground,rock,485,105,130,120,45,45,40,1.9,120,60,1
113,Chansey,"Natural Cure, Serene Grace, Healer",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,450,250,5,5,35,105,50,1.1,34.6,30,1
114,Tangela,"Chlorophyll, Leaf Guard, Regenerator",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,435,65,55,115,100,40,60,1,35,45,1
115,Kangaskhan,"Early Bird, Scrappy, Inner Focus",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,490,105,95,80,40,80,90,2.2,80,45,1
115,Mega Kangaskhan,Parental Bond,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,590,105,125,100,60,100,100,2.2,100,45,6
116,Horsea,"Swift Swim, Sniper, Damp",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,295,30,40,70,70,25,60,0.4,8,225,1
117,Seadra,"Poison Point, Sniper, Damp",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,440,55,65,95,95,45,85,1.2,25,75,1
118,Goldeen,"Swift Swim, Water Veil, Lightningrod",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,320,45,67,60,35,50,63,0.6,15,225,1
119,Seaking,"Swift Swim, Water Veil, Lightningrod",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,450,80,92,65,65,80,68,1.3,39,60,1
120,Staryu,"Illuminate, Natural Cure, Analytic",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,340,30,45,55,70,55,85,0.8,34.5,225,1
121,Starmie,"Illuminate, Natural Cure, Analytic",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1",water,psychic,520,60,75,85,100,85,115,1.1,80,60,1
122,Mr. Mime,"Soundproof, Filter, Technician",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1",psychic,fairy,460,40,45,65,100,120,90,1.3,54.5,45,1
122,Galarian Mr. Mime,"Vital Spirit, Screen Cleaner, Ice Body",1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,"1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1",ice,psychic,460,50,65,65,90,90,100,1.4,56.8,45,8
123,Scyther,"Swarm, Technician, Steadfast",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1",bug,flying,500,70,110,80,55,80,105,1.5,56,45,1
124,Jynx,"Oblivious, Forewarn, Dry Skin",1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,"1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1",ice,psychic,455,65,50,35,115,95,95,1.4,40.6,45,1
125,Electabuzz,"Static, Vital Spirit",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,490,65,83,57,95,85,105,1.1,30,45,1
126,Magmar,"Flame Body, Vital Spirit",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,495,65,95,57,100,85,93,1.3,44.5,45,1
127,Pinsir,"Hyper Cutter, Mold Breaker, Moxie",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,500,65,125,100,55,70,85,1.5,55,45,1
127,Mega Pinsir,Aerilate,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1",bug,flying,600,65,155,120,65,90,105,1.7,59,45,6
128,Tauros,"Intimidate, Anger Point, Sheer Force",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,490,75,100,95,40,70,110,1.4,88.4,45,1
128,Tauros Combat Breed,"Intimidate, Anger Point, Cud Chew",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,490,75,110,105,30,70,100,1.4,115,45,9
128,Tauros Blaze Breed,"Intimidate, Anger Point, Cud Chew",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1",fighting,fire,490,75,110,105,30,70,100,1.4,85,45,9
128,Tauros Aqua Breed,"Intimidate, Anger Point, Cud Chew",1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2",fighting,water,490,75,110,105,30,70,100,1.4,110,45,9
129,Magikarp,"Swift Swim, Rattled",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,200,20,10,55,15,20,80,0.9,10,255,1
130,Gyarados,"Intimidate, Moxie",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1",water,flying,540,95,125,79,60,100,81,6.5,235,45,1
130,Mega Gyarados,Mold Breaker,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2",water,dark,640,95,155,109,70,130,81,6.5,305,45,6
131,Lapras,"Water Absorb, Shell Armor, Hydration",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1",water,ice,535,130,85,80,85,95,60,2.5,220,45,1
132,Ditto,"Limber, Imposter",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,288,48,48,48,48,48,48,0.3,4,35,1
133,Eevee,"Run Away, Adaptability, Anticipation",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,325,55,55,50,45,65,55,0.3,6.5,45,1
133,Partner Eevee,-,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,435,65,75,70,65,85,75,0.3,6.5,45,7
134,Vaporeon,"Water Absorb, Hydration",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,525,130,65,60,110,95,65,1,29,45,1
135,Jolteon,"Volt Absorb, Quick Feet",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,525,65,65,60,110,95,130,0.8,24.5,45,1
136,Flareon,"Flash Fire, Guts",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,525,65,130,60,95,110,65,0.9,25,45,1
137,Porygon,"Trace, Download, Analytic",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,395,65,60,70,85,75,40,0.8,36.5,45,1
138,Omanyte,"Swift Swim, Shell Armor, Weak Armor",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",rock,water,355,35,40,100,90,55,35,0.4,7.5,45,1
139,Omastar,"Swift Swim, Shell Armor, Weak Armor",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",rock,water,495,70,60,125,115,70,55,1,35,45,1
140,Kabuto,"Swift Swim, Battle Armor, Weak Armor",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",rock,water,355,30,80,90,55,45,55,0.5,11.5,45,1
141,Kabutops,"Swift Swim, Battle Armor, Weak Armor",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",rock,water,495,60,115,105,65,70,80,1.3,40.5,45,1
142,Aerodactyl,"Rock Head, Pressure, Unnerve",0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1",rock,flying,515,80,105,65,60,75,130,1.8,59,45,1
